,id_code,experiment,plate,well,sirna,well_type,img_path_root,cell_type
4287,HUVEC-11_1_M22,HUVEC-11,1,M22,12,positive_control,train/HUVEC-11/Plate1/M22_s2,HUVEC
4288,HUVEC-11_2_B02,HUVEC-11,2,B02,30,negative_control,train/HUVEC-11/Plate2/B02_s1,HUVEC
4289,HUVEC-11_2_B02,HUVEC-11,2,B02,30,negative_control,train/HUVEC-11/Plate2/B02_s2,HUVEC
4290,HUVEC-11_2_C03,HUVEC-11,2,C03,2,positive_control,train/HUVEC-11/Plate2/C03_s1,HUVEC
4291,HUVEC-11_2_C03,HUVEC-11,2,C03,2,positive_control,train/HUVEC-11/Plate2/C03_s2,HUVEC
4292,HUVEC-11_2_C07,HUVEC-11,2,C07,29,positive_control,train/HUVEC-11/Plate2/C07_s1,HUVEC
4293,HUVEC-11_2_C07,HUVEC-11,2,C07,29,positive_control,train/HUVEC-11/Plate2/C07_s2,HUVEC
4294,HUVEC-11_2_C11,HUVEC-11,2,C11,10,positive_control,train/HUVEC-11/Plate2/C11_s1,HUVEC
4295,HUVEC-11_2_C11,HUVEC-11,2,C11,10,positive_control,train/HUVEC-11/Plate2/C11_s2,HUVEC
4296,HUVEC-11_2_C15,HUVEC-11,2,C15,1,positive_control,train/HUVEC-11/Plate2/C15_s1,HUVEC
4297,HUVEC-11_2_C15,HUVEC-11,2,C15,1,positive_control,train/HUVEC-11/Plate2/C15_s2,HUVEC
4298,HUVEC-11_2_C19,HUVEC-11,2,C19,25,positive_control,train/HUVEC-11/Plate2/C19_s1,HUVEC
4299,HUVEC-11_2_C19,HUVEC-11,2,C19,25,positive_control,train/HUVEC-11/Plate2/C19_s2,HUVEC
4300,HUVEC-11_2_C22,HUVEC-11,2,C22,26,positive_control,train/HUVEC-11/Plate2/C22_s1,HUVEC
4301,HUVEC-11_2_C22,HUVEC-11,2,C22,26,positive_control,train/HUVEC-11/Plate2/C22_s2,HUVEC
4302,HUVEC-11_2_F03,HUVEC-11,2,F03,20,positive_control,train/HUVEC-11/Plate2/F03_s1,HUVEC
4303,HUVEC-11_2_F03,HUVEC-11,2,F03,20,positive_control,train/HUVEC-11/Plate2/F03_s2,HUVEC
4304,HUVEC-11_2_F07,HUVEC-11,2,F07,8,positive_control,train/HUVEC-11/Plate2/F07_s1,HUVEC
4305,HUVEC-11_2_F07,HUVEC-11,2,F07,8,positive_control,train/HUVEC-11/Plate2/F07_s2,HUVEC
4306,HUVEC-11_2_F11,HUVEC-11,2,F11,28,positive_control,train/HUVEC-11/Plate2/F11_s1,HUVEC
4307,HUVEC-11_2_F11,HUVEC-11,2,F11,28,positive_control,train/HUVEC-11/Plate2/F11_s2,HUVEC
4308,HUVEC-11_2_F15,HUVEC-11,2,F15,15,positive_control,train/HUVEC-11/Plate2/F15_s1,HUVEC
4309,HUVEC-11_2_F15,HUVEC-11,2,F15,15,positive_control,train/HUVEC-11/Plate2/F15_s2,HUVEC
4310,HUVEC-11_2_F19,HUVEC-11,2,F19,5,positive_control,train/HUVEC-11/Plate2/F19_s1,HUVEC
4311,HUVEC-11_2_F19,HUVEC-11,2,F19,5,positive_control,train/HUVEC-11/Plate2/F19_s2,HUVEC
4312,HUVEC-11_2_F22,HUVEC-11,2,F22,17,positive_control,train/HUVEC-11/Plate2/F22_s1,HUVEC
4313,HUVEC-11_2_F22,HUVEC-11,2,F22,17,positive_control,train/HUVEC-11/Plate2/F22_s2,HUVEC
4314,HUVEC-11_2_H03,HUVEC-11,2,H03,6,positive_control,train/HUVEC-11/Plate2/H03_s1,HUVEC
4315,HUVEC-11_2_H03,HUVEC-11,2,H03,6,positive_control,train/HUVEC-11/Plate2/H03_s2,HUVEC
4316,HUVEC-11_2_H07,HUVEC-11,2,H07,24,positive_control,train/HUVEC-11/Plate2/H07_s1,HUVEC
4317,HUVEC-11_2_H07,HUVEC-11,2,H07,24,positive_control,train/HUVEC-11/Plate2/H07_s2,HUVEC
4318,HUVEC-11_2_H11,HUVEC-11,2,H11,13,positive_control,train/HUVEC-11/Plate2/H11_s1,HUVEC
4319,HUVEC-11_2_H11,HUVEC-11,2,H11,13,positive_control,train/HUVEC-11/Plate2/H11_s2,HUVEC
4320,HUVEC-11_2_H15,HUVEC-11,2,H15,19,positive_control,train/HUVEC-11/Plate2/H15_s1,HUVEC
4321,HUVEC-11_2_H15,HUVEC-11,2,H15,19,positive_control,train/HUVEC-11/Plate2/H15_s2,HUVEC
4322,HUVEC-11_2_H19,HUVEC-11,2,H19,12,positive_control,train/HUVEC-11/Plate2/H19_s1,HUVEC
4323,HUVEC-11_2_H19,HUVEC-11,2,H19,12,positive_control,train/HUVEC-11/Plate2/H19_s2,HUVEC
4324,HUVEC-11_2_H22,HUVEC-11,2,H22,11,positive_control,train/HUVEC-11/Plate2/H22_s1,HUVEC
4325,HUVEC-11_2_H22,HUVEC-11,2,H22,11,positive_control,train/HUVEC-11/Plate2/H22_s2,HUVEC
4326,HUVEC-11_2_J03,HUVEC-11,2,J03,23,positive_control,train/HUVEC-11/Plate2/J03_s1,HUVEC
4327,HUVEC-11_2_J03,HUVEC-11,2,J03,23,positive_control,train/HUVEC-11/Plate2/J03_s2,HUVEC
4328,HUVEC-11_2_J07,HUVEC-11,2,J07,21,positive_control,train/HUVEC-11/Plate2/J07_s1,HUVEC
4329,HUVEC-11_2_J07,HUVEC-11,2,J07,21,positive_control,train/HUVEC-11/Plate2/J07_s2,HUVEC
4330,HUVEC-11_2_J11,HUVEC-11,2,J11,14,positive_control,train/HUVEC-11/Plate2/J11_s1,HUVEC
4331,HUVEC-11_2_J11,HUVEC-11,2,J11,14,positive_control,train/HUVEC-11/Plate2/J11_s2,HUVEC
4332,HUVEC-11_2_J15,HUVEC-11,2,J15,7,positive_control,train/HUVEC-11/Plate2/J15_s1,HUVEC
4333,HUVEC-11_2_J15,HUVEC-11,2,J15,7,positive_control,train/HUVEC-11/Plate2/J15_s2,HUVEC
4334,HUVEC-11_2_J19,HUVEC-11,2,J19,18,positive_control,train/HUVEC-11/Plate2/J19_s1,HUVEC
4335,HUVEC-11_2_J19,HUVEC-11,2,J19,18,positive_control,train/HUVEC-11/Plate2/J19_s2,HUVEC
4336,HUVEC-11_2_J22,HUVEC-11,2,J22,0,positive_control,train/HUVEC-11/Plate2/J22_s1,HUVEC
4337,HUVEC-11_2_J22,HUVEC-11,2,J22,0,positive_control,train/HUVEC-11/Plate2/J22_s2,HUVEC
4338,HUVEC-11_2_M03,HUVEC-11,2,M03,22,positive_control,train/HUVEC-11/Plate2/M03_s1,HUVEC
4339,HUVEC-11_2_M03,HUVEC-11,2,M03,22,positive_control,train/HUVEC-11/Plate2/M03_s2,HUVEC
4340,HUVEC-11_2_M07,HUVEC-11,2,M07,4,positive_control,train/HUVEC-11/Plate2/M07_s1,HUVEC
4341,HUVEC-11_2_M07,HUVEC-11,2,M07,4,positive_control,train/HUVEC-11/Plate2/M07_s2,HUVEC
4342,HUVEC-11_2_M11,HUVEC-11,2,M11,16,positive_control,train/HUVEC-11/Plate2/M11_s1,HUVEC
4343,HUVEC-11_2_M11,HUVEC-11,2,M11,16,positive_control,train/HUVEC-11/Plate2/M11_s2,HUVEC
4344,HUVEC-11_2_M15,HUVEC-11,2,M15,27,positive_control,train/HUVEC-11/Plate2/M15_s1,HUVEC
4345,HUVEC-11_2_M15,HUVEC-11,2,M15,27,positive_control,train/HUVEC-11/Plate2/M15_s2,HUVEC
4346,HUVEC-11_2_M19,HUVEC-11,2,M19,3,positive_control,train/HUVEC-11/Plate2/M19_s1,HUVEC
4347,HUVEC-11_2_M19,HUVEC-11,2,M19,3,positive_control,train/HUVEC-11/Plate2/M19_s2,HUVEC
4348,HUVEC-11_2_M22,HUVEC-11,2,M22,9,positive_control,train/HUVEC-11/Plate2/M22_s1,HUVEC
4349,HUVEC-11_2_M22,HUVEC-11,2,M22,9,positive_control,train/HUVEC-11/Plate2/M22_s2,HUVEC
4350,HUVEC-11_3_B02,HUVEC-11,3,B02,30,negative_control,train/HUVEC-11/Plate3/B02_s1,HUVEC
4351,HUVEC-11_3_B02,HUVEC-11,3,B02,30,negative_control,train/HUVEC-11/Plate3/B02_s2,HUVEC
4352,HUVEC-11_3_C03,HUVEC-11,3,C03,11,positive_control,train/HUVEC-11/Plate3/C03_s1,HUVEC
4353,HUVEC-11_3_C03,HUVEC-11,3,C03,11,positive_control,train/HUVEC-11/Plate3/C03_s2,HUVEC
4354,HUVEC-11_3_C07,HUVEC-11,3,C07,13,positive_control,train/HUVEC-11/Plate3/C07_s1,HUVEC
4355,HUVEC-11_3_C07,HUVEC-11,3,C07,13,positive_control,train/HUVEC-11/Plate3/C07_s2,HUVEC
4356,HUVEC-11_3_C11,HUVEC-11,3,C11,5,positive_control,train/HUVEC-11/Plate3/C11_s1,HUVEC
4357,HUVEC-11_3_C11,HUVEC-11,3,C11,5,positive_control,train/HUVEC-11/Plate3/C11_s2,HUVEC
4358,HUVEC-11_3_C15,HUVEC-11,3,C15,12,positive_control,train/HUVEC-11/Plate3/C15_s1,HUVEC
4359,HUVEC-11_3_C15,HUVEC-11,3,C15,12,positive_control,train/HUVEC-11/Plate3/C15_s2,HUVEC
4360,HUVEC-11_3_C19,HUVEC-11,3,C19,6,positive_control,train/HUVEC-11/Plate3/C19_s1,HUVEC
4361,HUVEC-11_3_C19,HUVEC-11,3,C19,6,positive_control,train/HUVEC-11/Plate3/C19_s2,HUVEC
4362,HUVEC-11_3_C22,HUVEC-11,3,C22,29,positive_control,train/HUVEC-11/Plate3/C22_s1,HUVEC
4363,HUVEC-11_3_C22,HUVEC-11,3,C22,29,positive_control,train/HUVEC-11/Plate3/C22_s2,HUVEC
4364,HUVEC-11_3_F03,HUVEC-11,3,F03,8,positive_control,train/HUVEC-11/Plate3/F03_s1,HUVEC
4365,HUVEC-11_3_F03,HUVEC-11,3,F03,8,positive_control,train/HUVEC-11/Plate3/F03_s2,HUVEC
4366,HUVEC-11_3_F07,HUVEC-11,3,F07,3,positive_control,train/HUVEC-11/Plate3/F07_s1,HUVEC
4367,HUVEC-11_3_F07,HUVEC-11,3,F07,3,positive_control,train/HUVEC-11/Plate3/F07_s2,HUVEC
4368,HUVEC-11_3_F11,HUVEC-11,3,F11,14,positive_control,train/HUVEC-11/Plate3/F11_s1,HUVEC
4369,HUVEC-11_3_F11,HUVEC-11,3,F11,14,positive_control,train/HUVEC-11/Plate3/F11_s2,HUVEC
4370,HUVEC-11_3_F15,HUVEC-11,3,F15,26,positive_control,train/HUVEC-11/Plate3/F15_s1,HUVEC
4371,HUVEC-11_3_F15,HUVEC-11,3,F15,26,positive_control,train/HUVEC-11/Plate3/F15_s2,HUVEC
4372,HUVEC-11_3_F19,HUVEC-11,3,F19,21,positive_control,train/HUVEC-11/Plate3/F19_s1,HUVEC
4373,HUVEC-11_3_F19,HUVEC-11,3,F19,21,positive_control,train/HUVEC-11/Plate3/F19_s2,HUVEC
4374,HUVEC-11_3_F22,HUVEC-11,3,F22,0,positive_control,train/HUVEC-11/Plate3/F22_s1,HUVEC
4375,HUVEC-11_3_F22,HUVEC-11,3,F22,0,positive_control,train/HUVEC-11/Plate3/F22_s2,HUVEC
4376,HUVEC-11_3_H03,HUVEC-11,3,H03,1,positive_control,train/HUVEC-11/Plate3/H03_s1,HUVEC
4377,HUVEC-11_3_H03,HUVEC-11,3,H03,1,positive_control,train/HUVEC-11/Plate3/H03_s2,HUVEC
4378,HUVEC-11_3_H07,HUVEC-11,3,H07,20,positive_control,train/HUVEC-11/Plate3/H07_s1,HUVEC
4379,HUVEC-11_3_H07,HUVEC-11,3,H07,20,positive_control,train/HUVEC-11/Plate3/H07_s2,HUVEC
4380,HUVEC-11_3_H11,HUVEC-11,3,H11,9,positive_control,train/HUVEC-11/Plate3/H11_s1,HUVEC
4381,HUVEC-11_3_H11,HUVEC-11,3,H11,9,positive_control,train/HUVEC-11/Plate3/H11_s2,HUVEC
4382,HUVEC-11_3_H15,HUVEC-11,3,H15,22,positive_control,train/HUVEC-11/Plate3/H15_s1,HUVEC
4383,HUVEC-11_3_H15,HUVEC-11,3,H15,22,positive_control,train/HUVEC-11/Plate3/H15_s2,HUVEC
4384,HUVEC-11_3_H19,HUVEC-11,3,H19,24,positive_control,train/HUVEC-11/Plate3/H19_s1,HUVEC
4385,HUVEC-11_3_H19,HUVEC-11,3,H19,24,positive_control,train/HUVEC-11/Plate3/H19_s2,HUVEC
4386,HUVEC-11_3_H22,HUVEC-11,3,H22,4,positive_control,train/HUVEC-11/Plate3/H22_s1,HUVEC
4387,HUVEC-11_3_H22,HUVEC-11,3,H22,4,positive_control,train/HUVEC-11/Plate3/H22_s2,HUVEC
4388,HUVEC-11_3_J03,HUVEC-11,3,J03,7,positive_control,train/HUVEC-11/Plate3/J03_s1,HUVEC
4389,HUVEC-11_3_J03,HUVEC-11,3,J03,7,positive_control,train/HUVEC-11/Plate3/J03_s2,HUVEC
4390,HUVEC-11_3_J07,HUVEC-11,3,J07,15,positive_control,train/HUVEC-11/Plate3/J07_s1,HUVEC
4391,HUVEC-11_3_J07,HUVEC-11,3,J07,15,positive_control,train/HUVEC-11/Plate3/J07_s2,HUVEC
4392,HUVEC-11_3_J11,HUVEC-11,3,J11,10,positive_control,train/HUVEC-11/Plate3/J11_s1,HUVEC
4393,HUVEC-11_3_J11,HUVEC-11,3,J11,10,positive_control,train/HUVEC-11/Plate3/J11_s2,HUVEC
4394,HUVEC-11_3_J15,HUVEC-11,3,J15,16,positive_control,train/HUVEC-11/Plate3/J15_s1,HUVEC
4395,HUVEC-11_3_J15,HUVEC-11,3,J15,16,positive_control,train/HUVEC-11/Plate3/J15_s2,HUVEC
4396,HUVEC-11_3_J19,HUVEC-11,3,J19,28,positive_control,train/HUVEC-11/Plate3/J19_s1,HUVEC
4397,HUVEC-11_3_J19,HUVEC-11,3,J19,28,positive_control,train/HUVEC-11/Plate3/J19_s2,HUVEC
4398,HUVEC-11_3_J22,HUVEC-11,3,J22,23,positive_control,train/HUVEC-11/Plate3/J22_s1,HUVEC
4399,HUVEC-11_3_J22,HUVEC-11,3,J22,23,positive_control,train/HUVEC-11/Plate3/J22_s2,HUVEC
4400,HUVEC-11_3_M03,HUVEC-11,3,M03,27,positive_control,train/HUVEC-11/Plate3/M03_s1,HUVEC
4401,HUVEC-11_3_M03,HUVEC-11,3,M03,27,positive_control,train/HUVEC-11/Plate3/M03_s2,HUVEC
4402,HUVEC-11_3_M07,HUVEC-11,3,M07,18,positive_control,train/HUVEC-11/Plate3/M07_s1,HUVEC
4403,HUVEC-11_3_M07,HUVEC-11,3,M07,18,positive_control,train/HUVEC-11/Plate3/M07_s2,HUVEC
4404,HUVEC-11_3_M11,HUVEC-11,3,M11,19,positive_control,train/HUVEC-11/Plate3/M11_s1,HUVEC
4405,HUVEC-11_3_M11,HUVEC-11,3,M11,19,positive_control,train/HUVEC-11/Plate3/M11_s2,HUVEC
4406,HUVEC-11_3_M15,HUVEC-11,3,M15,2,positive_control,train/HUVEC-11/Plate3/M15_s1,HUVEC
4407,HUVEC-11_3_M15,HUVEC-11,3,M15,2,positive_control,train/HUVEC-11/Plate3/M15_s2,HUVEC
4408,HUVEC-11_3_M19,HUVEC-11,3,M19,25,positive_control,train/HUVEC-11/Plate3/M19_s1,HUVEC
4409,HUVEC-11_3_M19,HUVEC-11,3,M19,25,positive_control,train/HUVEC-11/Plate3/M19_s2,HUVEC
4410,HUVEC-11_3_M22,HUVEC-11,3,M22,17,positive_control,train/HUVEC-11/Plate3/M22_s1,HUVEC
4411,HUVEC-11_3_M22,HUVEC-11,3,M22,17,positive_control,train/HUVEC-11/Plate3/M22_s2,HUVEC
4412,HUVEC-11_4_B02,HUVEC-11,4,B02,30,negative_control,train/HUVEC-11/Plate4/B02_s1,HUVEC
4413,HUVEC-11_4_B02,HUVEC-11,4,B02,30,negative_control,train/HUVEC-11/Plate4/B02_s2,HUVEC
4414,HUVEC-11_4_C03,HUVEC-11,4,C03,6,positive_control,train/HUVEC-11/Plate4/C03_s1,HUVEC
4415,HUVEC-11_4_C03,HUVEC-11,4,C03,6,positive_control,train/HUVEC-11/Plate4/C03_s2,HUVEC
4416,HUVEC-11_4_C07,HUVEC-11,4,C07,29,positive_control,train/HUVEC-11/Plate4/C07_s1,HUVEC
4417,HUVEC-11_4_C07,HUVEC-11,4,C07,29,positive_control,train/HUVEC-11/Plate4/C07_s2,HUVEC
4418,HUVEC-11_4_C11,HUVEC-11,4,C11,3,positive_control,train/HUVEC-11/Plate4/C11_s1,HUVEC
4419,HUVEC-11_4_C11,HUVEC-11,4,C11,3,positive_control,train/HUVEC-11/Plate4/C11_s2,HUVEC
4420,HUVEC-11_4_C15,HUVEC-11,4,C15,27,positive_control,train/HUVEC-11/Plate4/C15_s1,HUVEC
4421,HUVEC-11_4_C15,HUVEC-11,4,C15,27,positive_control,train/HUVEC-11/Plate4/C15_s2,HUVEC
4422,HUVEC-11_4_C19,HUVEC-11,4,C19,28,positive_control,train/HUVEC-11/Plate4/C19_s1,HUVEC
4423,HUVEC-11_4_C19,HUVEC-11,4,C19,28,positive_control,train/HUVEC-11/Plate4/C19_s2,HUVEC
4424,HUVEC-11_4_C22,HUVEC-11,4,C22,14,positive_control,train/HUVEC-11/Plate4/C22_s1,HUVEC
4425,HUVEC-11_4_C22,HUVEC-11,4,C22,14,positive_control,train/HUVEC-11/Plate4/C22_s2,HUVEC
4426,HUVEC-11_4_F03,HUVEC-11,4,F03,17,positive_control,train/HUVEC-11/Plate4/F03_s1,HUVEC
4427,HUVEC-11_4_F03,HUVEC-11,4,F03,17,positive_control,train/HUVEC-11/Plate4/F03_s2,HUVEC
4428,HUVEC-11_4_F07,HUVEC-11,4,F07,22,positive_control,train/HUVEC-11/Plate4/F07_s1,HUVEC
4429,HUVEC-11_4_F07,HUVEC-11,4,F07,22,positive_control,train/HUVEC-11/Plate4/F07_s2,HUVEC
4430,HUVEC-11_4_F11,HUVEC-11,4,F11,25,positive_control,train/HUVEC-11/Plate4/F11_s1,HUVEC
4431,HUVEC-11_4_F11,HUVEC-11,4,F11,25,positive_control,train/HUVEC-11/Plate4/F11_s2,HUVEC
4432,HUVEC-11_4_F15,HUVEC-11,4,F15,13,positive_control,train/HUVEC-11/Plate4/F15_s1,HUVEC
4433,HUVEC-11_4_F15,HUVEC-11,4,F15,13,positive_control,train/HUVEC-11/Plate4/F15_s2,HUVEC
4434,HUVEC-11_4_F19,HUVEC-11,4,F19,24,positive_control,train/HUVEC-11/Plate4/F19_s1,HUVEC
4435,HUVEC-11_4_F19,HUVEC-11,4,F19,24,positive_control,train/HUVEC-11/Plate4/F19_s2,HUVEC
4436,HUVEC-11_4_F22,HUVEC-11,4,F22,1,positive_control,train/HUVEC-11/Plate4/F22_s1,HUVEC
4437,HUVEC-11_4_F22,HUVEC-11,4,F22,1,positive_control,train/HUVEC-11/Plate4/F22_s2,HUVEC
4438,HUVEC-11_4_H03,HUVEC-11,4,H03,19,positive_control,train/HUVEC-11/Plate4/H03_s1,HUVEC
4439,HUVEC-11_4_H03,HUVEC-11,4,H03,19,positive_control,train/HUVEC-11/Plate4/H03_s2,HUVEC
4440,HUVEC-11_4_H07,HUVEC-11,4,H07,10,positive_control,train/HUVEC-11/Plate4/H07_s1,HUVEC
4441,HUVEC-11_4_H07,HUVEC-11,4,H07,10,positive_control,train/HUVEC-11/Plate4/H07_s2,HUVEC
4442,HUVEC-11_4_H11,HUVEC-11,4,H11,23,positive_control,train/HUVEC-11/Plate4/H11_s1,HUVEC
4443,HUVEC-11_4_H11,HUVEC-11,4,H11,23,positive_control,train/HUVEC-11/Plate4/H11_s2,HUVEC
4444,HUVEC-11_4_H15,HUVEC-11,4,H15,4,positive_control,train/HUVEC-11/Plate4/H15_s1,HUVEC
4445,HUVEC-11_4_H15,HUVEC-11,4,H15,4,positive_control,train/HUVEC-11/Plate4/H15_s2,HUVEC
4446,HUVEC-11_4_H19,HUVEC-11,4,H19,9,positive_control,train/HUVEC-11/Plate4/H19_s1,HUVEC
4447,HUVEC-11_4_H19,HUVEC-11,4,H19,9,positive_control,train/HUVEC-11/Plate4/H19_s2,HUVEC
4448,HUVEC-11_4_H22,HUVEC-11,4,H22,2,positive_control,train/HUVEC-11/Plate4/H22_s1,HUVEC
4449,HUVEC-11_4_H22,HUVEC-11,4,H22,2,positive_control,train/HUVEC-11/Plate4/H22_s2,HUVEC
4450,HUVEC-11_4_J03,HUVEC-11,4,J03,15,positive_control,train/HUVEC-11/Plate4/J03_s1,HUVEC
4451,HUVEC-11_4_J03,HUVEC-11,4,J03,15,positive_control,train/HUVEC-11/Plate4/J03_s2,HUVEC
4452,HUVEC-11_4_J07,HUVEC-11,4,J07,21,positive_control,train/HUVEC-11/Plate4/J07_s1,HUVEC
4453,HUVEC-11_4_J07,HUVEC-11,4,J07,21,positive_control,train/HUVEC-11/Plate4/J07_s2,HUVEC
4454,HUVEC-11_4_J11,HUVEC-11,4,J11,18,positive_control,train/HUVEC-11/Plate4/J11_s1,HUVEC
4455,HUVEC-11_4_J11,HUVEC-11,4,J11,18,positive_control,train/HUVEC-11/Plate4/J11_s2,HUVEC
4456,HUVEC-11_4_J15,HUVEC-11,4,J15,26,positive_control,train/HUVEC-11/Plate4/J15_s1,HUVEC
4457,HUVEC-11_4_J15,HUVEC-11,4,J15,26,positive_control,train/HUVEC-11/Plate4/J15_s2,HUVEC
4458,HUVEC-11_4_J19,HUVEC-11,4,J19,0,positive_control,train/HUVEC-11/Plate4/J19_s1,HUVEC
4459,HUVEC-11_4_J19,HUVEC-11,4,J19,0,positive_control,train/HUVEC-11/Plate4/J19_s2,HUVEC
4460,HUVEC-11_4_J22,HUVEC-11,4,J22,7,positive_control,train/HUVEC-11/Plate4/J22_s1,HUVEC
4461,HUVEC-11_4_J22,HUVEC-11,4,J22,7,positive_control,train/HUVEC-11/Plate4/J22_s2,HUVEC
4462,HUVEC-11_4_M03,HUVEC-11,4,M03,5,positive_control,train/HUVEC-11/Plate4/M03_s1,HUVEC
4463,HUVEC-11_4_M03,HUVEC-11,4,M03,5,positive_control,train/HUVEC-11/Plate4/M03_s2,HUVEC
4464,HUVEC-11_4_M07,HUVEC-11,4,M07,20,positive_control,train/HUVEC-11/Plate4/M07_s1,HUVEC
4465,HUVEC-11_4_M07,HUVEC-11,4,M07,20,positive_control,train/HUVEC-11/Plate4/M07_s2,HUVEC
4466,HUVEC-11_4_M11,HUVEC-11,4,M11,12,positive_control,train/HUVEC-11/Plate4/M11_s1,HUVEC
4467,HUVEC-11_4_M11,HUVEC-11,4,M11,12,positive_control,train/HUVEC-11/Plate4/M11_s2,HUVEC
4468,HUVEC-11_4_M15,HUVEC-11,4,M15,11,positive_control,train/HUVEC-11/Plate4/M15_s1,HUVEC
4469,HUVEC-11_4_M15,HUVEC-11,4,M15,11,positive_control,train/HUVEC-11/Plate4/M15_s2,HUVEC
4470,HUVEC-11_4_M19,HUVEC-11,4,M19,16,positive_control,train/HUVEC-11/Plate4/M19_s1,HUVEC
4471,HUVEC-11_4_M19,HUVEC-11,4,M19,16,positive_control,train/HUVEC-11/Plate4/M19_s2,HUVEC
4472,HUVEC-11_4_M22,HUVEC-11,4,M22,8,positive_control,train/HUVEC-11/Plate4/M22_s1,HUVEC
4473,HUVEC-11_4_M22,HUVEC-11,4,M22,8,positive_control,train/HUVEC-11/Plate4/M22_s2,HUVEC
4474,HUVEC-12_1_B02,HUVEC-12,1,B02,30,negative_control,train/HUVEC-12/Plate1/B02_s1,HUVEC
4475,HUVEC-12_1_B02,HUVEC-12,1,B02,30,negative_control,train/HUVEC-12/Plate1/B02_s2,HUVEC
4476,HUVEC-12_1_C03,HUVEC-12,1,C03,6,positive_control,train/HUVEC-12/Plate1/C03_s1,HUVEC
4477,HUVEC-12_1_C03,HUVEC-12,1,C03,6,positive_control,train/HUVEC-12/Plate1/C03_s2,HUVEC
4478,HUVEC-12_1_C07,HUVEC-12,1,C07,0,positive_control,train/HUVEC-12/Plate1/C07_s1,HUVEC
4479,HUVEC-12_1_C07,HUVEC-12,1,C07,0,positive_control,train/HUVEC-12/Plate1/C07_s2,HUVEC
4480,HUVEC-12_1_C11,HUVEC-12,1,C11,4,positive_control,train/HUVEC-12/Plate1/C11_s1,HUVEC
4481,HUVEC-12_1_C11,HUVEC-12,1,C11,4,positive_control,train/HUVEC-12/Plate1/C11_s2,HUVEC
4482,HUVEC-12_1_C15,HUVEC-12,1,C15,27,positive_control,train/HUVEC-12/Plate1/C15_s1,HUVEC
4483,HUVEC-12_1_C15,HUVEC-12,1,C15,27,positive_control,train/HUVEC-12/Plate1/C15_s2,HUVEC
4484,HUVEC-12_1_C19,HUVEC-12,1,C19,26,positive_control,train/HUVEC-12/Plate1/C19_s1,HUVEC
4485,HUVEC-12_1_C19,HUVEC-12,1,C19,26,positive_control,train/HUVEC-12/Plate1/C19_s2,HUVEC
4486,HUVEC-12_1_C22,HUVEC-12,1,C22,3,positive_control,train/HUVEC-12/Plate1/C22_s1,HUVEC
4487,HUVEC-12_1_C22,HUVEC-12,1,C22,3,positive_control,train/HUVEC-12/Plate1/C22_s2,HUVEC
4488,HUVEC-12_1_F03,HUVEC-12,1,F03,12,positive_control,train/HUVEC-12/Plate1/F03_s1,HUVEC
4489,HUVEC-12_1_F03,HUVEC-12,1,F03,12,positive_control,train/HUVEC-12/Plate1/F03_s2,HUVEC
4490,HUVEC-12_1_F07,HUVEC-12,1,F07,25,positive_control,train/HUVEC-12/Plate1/F07_s1,HUVEC
4491,HUVEC-12_1_F07,HUVEC-12,1,F07,25,positive_control,train/HUVEC-12/Plate1/F07_s2,HUVEC
4492,HUVEC-12_1_F11,HUVEC-12,1,F11,8,positive_control,train/HUVEC-12/Plate1/F11_s1,HUVEC
4493,HUVEC-12_1_F11,HUVEC-12,1,F11,8,positive_control,train/HUVEC-12/Plate1/F11_s2,HUVEC
4494,HUVEC-12_1_F15,HUVEC-12,1,F15,20,positive_control,train/HUVEC-12/Plate1/F15_s1,HUVEC
4495,HUVEC-12_1_F15,HUVEC-12,1,F15,20,positive_control,train/HUVEC-12/Plate1/F15_s2,HUVEC
4496,HUVEC-12_1_F19,HUVEC-12,1,F19,1,positive_control,train/HUVEC-12/Plate1/F19_s1,HUVEC
4497,HUVEC-12_1_F19,HUVEC-12,1,F19,1,positive_control,train/HUVEC-12/Plate1/F19_s2,HUVEC
4498,HUVEC-12_1_F22,HUVEC-12,1,F22,10,positive_control,train/HUVEC-12/Plate1/F22_s1,HUVEC
4499,HUVEC-12_1_F22,HUVEC-12,1,F22,10,positive_control,train/HUVEC-12/Plate1/F22_s2,HUVEC
4500,HUVEC-12_1_H03,HUVEC-12,1,H03,19,positive_control,train/HUVEC-12/Plate1/H03_s1,HUVEC
4501,HUVEC-12_1_H03,HUVEC-12,1,H03,19,positive_control,train/HUVEC-12/Plate1/H03_s2,HUVEC
4502,HUVEC-12_1_H07,HUVEC-12,1,H07,16,positive_control,train/HUVEC-12/Plate1/H07_s1,HUVEC
4503,HUVEC-12_1_H07,HUVEC-12,1,H07,16,positive_control,train/HUVEC-12/Plate1/H07_s2,HUVEC
4504,HUVEC-12_1_H11,HUVEC-12,1,H11,21,positive_control,train/HUVEC-12/Plate1/H11_s1,HUVEC
4505,HUVEC-12_1_H11,HUVEC-12,1,H11,21,positive_control,train/HUVEC-12/Plate1/H11_s2,HUVEC
4506,HUVEC-12_1_H15,HUVEC-12,1,H15,5,positive_control,train/HUVEC-12/Plate1/H15_s1,HUVEC
4507,HUVEC-12_1_H15,HUVEC-12,1,H15,5,positive_control,train/HUVEC-12/Plate1/H15_s2,HUVEC
